RecordID,Date,Year,Month,Region,PropertyType,AveragePrice_GBP,SalesVolume,MedianPrice_GBP,PricePerSqM_GBP
1283,2019-09,2019,9,South West,Terraced,266099.0,635,241660.0,3465.0
1284,2019-09,2019,9,South West,Flat,225066.0,587,204375.0,2579.0
1285,2019-10,2019,10,South West,Detached,495430.0,920,441299.0,5641.0
1286,2019-10,2019,10,South West,Semi-Detached,301834.0,942,282484.0,3026.0
1287,2019-10,2019,10,South West,Terraced,258634.0,569,229514.0,2667.0
1288,2019-10,2019,10,South West,Flat,228132.0,1065,209995.0,2134.0
1289,2019-11,2019,11,South West,Detached,486670.0,1012,450216.0,4977.0
1290,2019-11,2019,11,South West,Semi-Detached,301499.0,1472,281294.0,3133.0
1291,2019-11,2019,11,South West,Terraced,258906.0,889,240888.0,3319.0
1292,2019-11,2019,11,South West,Flat,225696.0,541,203944.0,2984.0
1293,2019-12,2019,12,South West,Detached,498335.0,361,460148.0,5074.0
1294,2019-12,2019,12,South West,Semi-Detached,304306.0,1181,270356.0,2904.0
1295,2019-12,2019,12,South West,Terraced,260469.0,1045,247107.0,3322.0
1296,2019-12,2019,12,South West,Flat,233202.0,519,210931.0,2169.0
1297,2020-01,2020,1,South West,Detached,488713.0,1149,438814.0,5569.0
1298,2020-01,2020,1,South West,Semi-Detached,313637.0,939,294154.0,3312.0
1299,2020-01,2020,1,South West,Terraced,264207.0,957,236340.0,2784.0
1300,2020-01,2020,1,South West,Flat,234983.0,760,222684.0,2587.0
1301,2020-02,2020,2,South West,Detached,500134.0,594,473437.0,5803.0
1302,2020-02,2020,2,South West,Semi-Detached,310997.0,978,289450.0,3620.0
1303,2020-02,2020,2,South West,Terraced,265794.0,1090,242927.0,2600.0
1304,2020-02,2020,2,South West,Flat,232001.0,382,210270.0,2641.0
1305,2020-03,2020,3,South West,Detached,495173.0,877,459001.0,5865.0
1306,2020-03,2020,3,South West,Semi-Detached,298656.0,1114,277944.0,3137.0
1307,2020-03,2020,3,South West,Terraced,262024.0,755,241919.0,2823.0
1308,2020-03,2020,3,South West,Flat,231951.0,380,205439.0,2837.0
1309,2020-04,2020,4,South West,Detached,496613.0,913,453242.0,6463.0
1310,2020-04,2020,4,South West,Semi-Detached,314236.0,1849,281876.0,3109.0
1311,2020-04,2020,4,South West,Terraced,262601.0,709,239558.0,3089.0
1312,2020-04,2020,4,South West,Flat,235752.0,545,218205.0,2270.0
1313,2020-05,2020,5,South West,Detached,495851.0,1119,436605.0,5324.0
1314,2020-05,2020,5,South West,Semi-Detached,313984.0,1059,296543.0,2883.0
1315,2020-05,2020,5,South West,Terraced,261955.0,379,247849.0,2657.0
1316,2020-05,2020,5,South West,Flat,240060.0,788,215290.0,2625.0
1317,2020-06,2020,6,South West,Detached,516993.0,553,467865.0,6402.0
1318,2020-06,2020,6,South West,Semi-Detached,318485.0,1043,295070.0,3667.0
1319,2020-06,2020,6,South West,Terraced,268493.0,907,254465.0,2530.0
1320,2020-06,2020,6,South West,Flat,236852.0,1278,208891.0,2832.0
1321,2020-07,2020,7,South West,Detached,522391.0,1124,469934.0,5512.0
1322,2020-07,2020,7,South West,Semi-Detached,331788.0,995,309396.0,3342.0
1323,2020-07,2020,7,South West,Terraced,276990.0,385,252294.0,2638.0
1324,2020-07,2020,7,South West,Flat,247337.0,945,221180.0,2343.0
1325,2020-08,2020,8,South West,Detached,514704.0,575,471389.0,4769.0
1326,2020-08,2020,8,South West,Semi-Detached,326989.0,929,307356.0,3680.0
1327,2020-08,2020,8,South West,Terraced,277118.0,531,251343.0,2589.0
1328,2020-08,2020,8,South West,Flat,245868.0,1121,233374.0,2693.0
1329,2020-09,2020,9,South West,Detached,519027.0,921,482955.0,4808.0
1330,2020-09,2020,9,South West,Semi-Detached,317871.0,1050,296963.0,3357.0
1331,2020-09,2020,9,South West,Terraced,280949.0,601,249715.0,3004.0
1332,2020-09,2020,9,South West,Flat,244596.0,991,231832.0,2660.0
1333,2020-10,2020,10,South West,Detached,537574.0,657,504716.0,4892.0
1334,2020-10,2020,10,South West,Semi-Detached,326394.0,856,307941.0,3995.0
1335,2020-10,2020,10,South West,Terraced,279269.0,1140,246560.0,3204.0
1336,2020-10,2020,10,South West,Flat,255025.0,575,241360.0,3022.0
1337,2020-11,2020,11,South West,Detached,528647.0,1005,489171.0,4854.0
1338,2020-11,2020,11,South West,Semi-Detached,332551.0,1144,304683.0,4204.0
1339,2020-11,2020,11,South West,Terraced,281406.0,585,259309.0,3063.0
1340,2020-11,2020,11,South West,Flat,247852.0,792,234600.0,2803.0
1341,2020-12,2020,12,South West,Detached,544036.0,682,501746.0,6366.0
1342,2020-12,2020,12,South West,Semi-Detached,324828.0,926,307814.0,4082.0
1343,2020-12,2020,12,South West,Terraced,280853.0,786,251511.0,2745.0
1344,2020-12,2020,12,South West,Flat,247751.0,797,219491.0,2399.0
1345,2021-01,2021,1,South West,Detached,545344.0,887,481900.0,5326.0
1346,2021-01,2021,1,South West,Semi-Detached,344648.0,1142,315558.0,4145.0
1347,2021-01,2021,1,South West,Terraced,291257.0,895,276302.0,3620.0
1348,2021-01,2021,1,South West,Flat,258046.0,661,241396.0,3165.0
1349,2021-02,2021,2,South West,Detached,559322.0,718,513918.0,5249.0
1350,2021-02,2021,2,South West,Semi-Detached,343596.0,985,318462.0,3239.0
1351,2021-02,2021,2,South West,Terraced,302591.0,629,270272.0,2933.0
1352,2021-02,2021,2,South West,Flat,254812.0,797,234207.0,2752.0
1353,2021-03,2021,3,South West,Detached,553599.0,854,509863.0,7352.0
1354,2021-03,2021,3,South West,Semi-Detached,341013.0,1246,308835.0,4437.0
1355,2021-03,2021,3,South West,Terraced,303541.0,646,271021.0,3189.0
1356,2021-03,2021,3,South West,Flat,259508.0,717,241029.0,2743.0
1357,2021-04,2021,4,South West,Detached,559467.0,429,514345.0,7439.0
1358,2021-04,2021,4,South West,Semi-Detached,357799.0,923,337907.0,4236.0
1359,2021-04,2021,4,South West,Terraced,307866.0,408,289923.0,2851.0
1360,2021-04,2021,4,South West,Flat,265992.0,842,246532.0,2977.0
1361,2021-05,2021,5,South West,Detached,581566.0,911,530259.0,6797.0
1362,2021-05,2021,5,South West,Semi-Detached,360478.0,1307,336121.0,4264.0
1363,2021-05,2021,5,South West,Terraced,307586.0,733,290501.0,3226.0
1364,2021-05,2021,5,South West,Flat,270691.0,1276,245143.0,2622.0
1365,2021-06,2021,6,South West,Detached,587258.0,812,522093.0,6261.0
1366,2021-06,2021,6,South West,Semi-Detached,371792.0,1143,349807.0,3654.0
1367,2021-06,2021,6,South West,Terraced,318239.0,698,284499.0,3617.0
1368,2021-06,2021,6,South West,Flat,287064.0,802,254892.0,3217.0
1369,2021-07,2021,7,South West,Detached,601686.0,714,563508.0,6062.0
1370,2021-07,2021,7,South West,Semi-Detached,384591.0,1509,349532.0,4817.0
1371,2021-07,2021,7,South West,Terraced,327343.0,861,302712.0,3770.0
1372,2021-07,2021,7,South West,Flat,295548.0,835,261849.0,3257.0
1373,2021-08,2021,8,South West,Detached,612647.0,930,560340.0,5762.0
1374,2021-08,2021,8,South West,Semi-Detached,375233.0,634,353808.0,3528.0
1375,2021-08,2021,8,South West,Terraced,325799.0,884,288728.0,3095.0
1376,2021-08,2021,8,South West,Flat,279866.0,692,250971.0,3122.0
1377,2021-09,2021,9,South West,Detached,590554.0,717,543345.0,6528.0
1378,2021-09,2021,9,South West,Semi-Detached,371322.0,1365,349988.0,3659.0
1379,2021-09,2021,9,South West,Terraced,315431.0,1038,280935.0,3965.0
1380,2021-09,2021,9,South West,Flat,278154.0,1018,249572.0,3602.0
1381,2021-10,2021,10,South West,Detached,592116.0,944,544078.0,6335.0
1382,2021-10,2021,10,South West,Semi-Detached,370843.0,1221,348781.0,4321.0
1383,2021-10,2021,10,South West,Terraced,313913.0,547,288186.0,4048.0
1384,2021-10,2021,10,South West,Flat,280506.0,931,260139.0,2720.0
1385,2021-11,2021,11,South West,Detached,621544.0,556,582151.0,7285.0
1386,2021-11,2021,11,South West,Semi-Detached,393952.0,1449,357128.0,4602.0
1387,2021-11,2021,11,South West,Terraced,330397.0,1064,312256.0,3512.0
1388,2021-11,2021,11,South West,Flat,288808.0,939,256144.0,3474.0
1389,2021-12,2021,12,South West,Detached,625079.0,910,587569.0,6982.0
1390,2021-12,2021,12,South West,Semi-Detached,384964.0,818,344986.0,4519.0
1391,2021-12,2021,12,South West,Terraced,326515.0,1046,300957.0,4179.0
1392,2021-12,2021,12,South West,Flat,286434.0,747,271341.0,2774.0
1393,2022-01,2022,1,South West,Detached,615011.0,761,548140.0,6494.0
1394,2022-01,2022,1,South West,Semi-Detached,388783.0,1321,355114.0,3541.0
1395,2022-01,2022,1,South West,Terraced,328843.0,696,312236.0,3683.0
1396,2022-01,2022,1,South West,Flat,290188.0,895,261547.0,3719.0
1397,2022-02,2022,2,South West,Detached,628785.0,1038,597311.0,7394.0
1398,2022-02,2022,2,South West,Semi-Detached,386954.0,910,344964.0,4553.0
1399,2022-02,2022,2,South West,Terraced,331030.0,954,293921.0,3139.0
1400,2022-02,2022,2,South West,Flat,288973.0,885,262991.0,3398.0
1401,2022-03,2022,3,South West,Detached,660846.0,745,604819.0,7679.0
1402,2022-03,2022,3,South West,Semi-Detached,389603.0,1199,368452.0,3776.0
1403,2022-03,2022,3,South West,Terraced,344399.0,833,322982.0,4022.0
1404,2022-03,2022,3,South West,Flat,307448.0,473,280613.0,3617.0
1405,2022-04,2022,4,South West,Detached,653475.0,822,579543.0,6994.0
1406,2022-04,2022,4,South West,Semi-Detached,407539.0,650,370994.0,3957.0
1407,2022-04,2022,4,South West,Terraced,344852.0,1117,311525.0,4006.0
1408,2022-04,2022,4,South West,Flat,301489.0,786,270281.0,2801.0
1409,2022-05,2022,5,South West,Detached,678841.0,1314,643722.0,6239.0
1410,2022-05,2022,5,South West,Semi-Detached,405461.0,1198,362404.0,4916.0
1411,2022-05,2022,5,South West,Terraced,353696.0,618,334316.0,4528.0
1412,2022-05,2022,5,South West,Flat,322667.0,968,304368.0,4009.0
1413,2022-06,2022,6,South West,Detached,687981.0,497,613100.0,6319.0
1414,2022-06,2022,6,South West,Semi-Detached,413035.0,473,380790.0,5329.0
1415,2022-06,2022,6,South West,Terraced,358783.0,829,316216.0,4150.0
1416,2022-06,2022,6,South West,Flat,309396.0,960,291968.0,3184.0
1417,2022-07,2022,7,South West,Detached,669127.0,562,615908.0,6165.0
1418,2022-07,2022,7,South West,Semi-Detached,413778.0,818,382083.0,4761.0
1419,2022-07,2022,7,South West,Terraced,353854.0,758,316168.0,4332.0
1420,2022-07,2022,7,South West,Flat,317432.0,647,296389.0,3861.0
1421,2022-08,2022,8,South West,Detached,675219.0,404,638773.0,6275.0
1422,2022-08,2022,8,South West,Semi-Detached,420816.0,733,374719.0,4532.0
1423,2022-08,2022,8,South West,Terraced,365791.0,781,345709.0,4137.0
1424,2022-08,2022,8,South West,Flat,322938.0,795,302421.0,4299.0
1425,2022-09,2022,9,South West,Detached,650710.0,662,574345.0,6673.0
1426,2022-09,2022,9,South West,Semi-Detached,413943.0,1218,388943.0,4504.0
1427,2022-09,2022,9,South West,Terraced,351874.0,868,314589.0,4263.0
1428,2022-09,2022,9,South West,Flat,313076.0,629,283821.0,2929.0
1429,2022-10,2022,10,South West,Detached,554096.0,1153,523847.0,7225.0
1430,2022-10,2022,10,South West,Semi-Detached,355163.0,674,327847.0,4650.0
1431,2022-10,2022,10,South West,Terraced,308128.0,578,286210.0,3166.0
1432,2022-10,2022,10,South West,Flat,262600.0,744,238939.0,3303.0
1433,2022-11,2022,11,South West,Detached,569505.0,1018,521015.0,6634.0
1434,2022-11,2022,11,South West,Semi-Detached,348498.0,1116,323096.0,4547.0
1435,2022-11,2022,11,South West,Terraced,300706.0,1103,267495.0,3623.0
1436,2022-11,2022,11,South West,Flat,265854.0,766,242265.0,3533.0
1437,2022-12,2022,12,South West,Detached,565169.0,1019,518742.0,5726.0
1438,2022-12,2022,12,South West,Semi-Detached,356247.0,1049,326747.0,4003.0
1439,2022-12,2022,12,South West,Terraced,303043.0,885,273002.0,3815.0
1440,2022-12,2022,12,South West,Flat,265208.0,1004,245645.0,2899.0
1441,2023-01,2023,1,South West,Detached,553887.0,774,508614.0,6136.0
1442,2023-01,2023,1,South West,Semi-Detached,349483.0,1222,326413.0,4577.0
1443,2023-01,2023,1,South West,Terraced,302392.0,833,285893.0,2901.0
1444,2023-01,2023,1,South West,Flat,259212.0,703,235899.0,2834.0
1445,2023-02,2023,2,South West,Detached,566960.0,771,535775.0,5950.0
1446,2023-02,2023,2,South West,Semi-Detached,358962.0,1107,324571.0,3710.0
1447,2023-02,2023,2,South West,Terraced,304515.0,925,275447.0,3453.0
1448,2023-02,2023,2,South West,Flat,263687.0,667,236668.0,2555.0
1449,2023-03,2023,3,South West,Detached,560352.0,1023,502577.0,7207.0
1450,2023-03,2023,3,South West,Semi-Detached,353532.0,1375,324736.0,3413.0
1451,2023-03,2023,3,South West,Terraced,297067.0,767,262253.0,2714.0
1452,2023-03,2023,3,South West,Flat,275042.0,588,254873.0,3238.0
1453,2023-04,2023,4,South West,Detached,585705.0,1133,533695.0,5618.0
1454,2023-04,2023,4,South West,Semi-Detached,355063.0,605,325820.0,3615.0
1455,2023-04,2023,4,South West,Terraced,301227.0,1065,278702.0,3753.0
1456,2023-04,2023,4,South West,Flat,267071.0,927,248661.0,3527.0
1457,2023-05,2023,5,South West,Detached,562448.0,815,531565.0,6118.0
1458,2023-05,2023,5,South West,Semi-Detached,365005.0,768,341712.0,4364.0
1459,2023-05,2023,5,South West,Terraced,305328.0,806,283160.0,2986.0
1460,2023-05,2023,5,South West,Flat,272303.0,854,240281.0,2947.0
1461,2023-06,2023,6,South West,Detached,568368.0,725,514687.0,6306.0
1462,2023-06,2023,6,South West,Semi-Detached,353494.0,1090,323539.0,4343.0
1463,2023-06,2023,6,South West,Terraced,312163.0,1004,286868.0,3096.0
1464,2023-06,2023,6,South West,Flat,272495.0,655,248050.0,2964.0
1465,2023-07,2023,7,South West,Detached,592302.0,689,524996.0,5519.0
1466,2023-07,2023,7,South West,Semi-Detached,360450.0,843,326197.0,3765.0
1467,2023-07,2023,7,South West,Terraced,309320.0,881,272400.0,3770.0
1468,2023-07,2023,7,South West,Flat,270245.0,822,242766.0,3494.0
1469,2023-08,2023,8,South West,Detached,570061.0,994,530398.0,5321.0
1470,2023-08,2023,8,South West,Semi-Detached,350621.0,941,321238.0,3283.0
1471,2023-08,2023,8,South West,Terraced,306825.0,1153,289497.0,3870.0
1472,2023-08,2023,8,South West,Flat,272253.0,818,247396.0,2963.0
1473,2023-09,2023,9,South West,Detached,561432.0,878,505169.0,6161.0
1474,2023-09,2023,9,South West,Semi-Detached,351806.0,795,321568.0,3488.0
1475,2023-09,2023,9,South West,Terraced,301870.0,865,279783.0,3801.0
1476,2023-09,2023,9,South West,Flat,268243.0,651,253584.0,2677.0
1477,2023-10,2023,10,South West,Detached,556987.0,941,507422.0,5765.0
1478,2023-10,2023,10,South West,Semi-Detached,350457.0,1100,332011.0,3301.0
1479,2023-10,2023,10,South West,Terraced,302946.0,688,277584.0,3323.0
1480,2023-10,2023,10,South West,Flat,267203.0,451,248790.0,2989.0
1481,2023-11,2023,11,South West,Detached,570018.0,764,535921.0,6261.0
1482,2023-11,2023,11,South West,Semi-Detached,351752.0,812,321435.0,3317.0
1483,2023-11,2023,11,South West,Terraced,295008.0,1075,261607.0,3218.0
1484,2023-11,2023,11,South West,Flat,260832.0,801,233798.0,2920.0
1485,2023-12,2023,12,South West,Detached,553771.0,943,496161.0,5162.0
1486,2023-12,2023,12,South West,Semi-Detached,333651.0,1386,305336.0,3469.0
1487,2023-12,2023,12,South West,Terraced,288360.0,1364,263949.0,3552.0
1488,2023-12,2023,12,South West,Flat,257598.0,1069,229050.0,2530.0
1489,2024-01,2024,1,South West,Detached,547726.0,598,517808.0,6727.0
1490,2024-01,2024,1,South West,Semi-Detached,344340.0,893,312255.0,3349.0
1491,2024-01,2024,1,South West,Terraced,285924.0,546,256961.0,3080.0
1492,2024-01,2024,1,South West,Flat,257418.0,866,236722.0,2574.0
1493,2024-02,2024,2,South West,Detached,549840.0,650,518310.0,5043.0
1494,2024-02,2024,2,South West,Semi-Detached,345180.0,1199,303983.0,3815.0
1495,2024-02,2024,2,South West,Terraced,294123.0,679,265798.0,3212.0
1496,2024-02,2024,2,South West,Flat,263080.0,859,243700.0,2917.0
1497,2024-03,2024,3,South West,Detached,555635.0,971,495295.0,5372.0
1498,2024-03,2024,3,South West,Semi-Detached,354861.0,1157,320243.0,3762.0
1499,2024-03,2024,3,South West,Terraced,298664.0,713,268182.0,3657.0
1500,2024-03,2024,3,South West,Flat,271400.0,710,248044.0,3104.0
1501,2024-04,2024,4,South West,Detached,566538.0,789,523997.0,7472.0
1502,2024-04,2024,4,South West,Semi-Detached,358788.0,990,323304.0,4582.0
1503,2024-04,2024,4,South West,Terraced,302971.0,1082,278710.0,3941.0
1504,2024-04,2024,4,South West,Flat,266370.0,601,238280.0,2875.0
1505,2024-05,2024,5,South West,Detached,571515.0,723,507179.0,6195.0
1506,2024-05,2024,5,South West,Semi-Detached,356321.0,1028,322644.0,3659.0
1507,2024-05,2024,5,South West,Terraced,296371.0,760,266506.0,2794.0
1508,2024-05,2024,5,South West,Flat,262267.0,696,245285.0,3447.0
1509,2024-06,2024,6,South West,Detached,583491.0,903,525860.0,6654.0
1510,2024-06,2024,6,South West,Semi-Detached,365107.0,957,332610.0,3374.0
1511,2024-06,2024,6,South West,Terraced,310796.0,475,283995.0,3120.0
1512,2024-06,2024,6,South West,Flat,276252.0,632,246759.0,2906.0
1513,2024-07,2024,7,South West,Detached,629991.0,805,569929.0,7573.0
1514,2024-07,2024,7,South West,Semi-Detached,400003.0,1158,378436.0,4501.0
1515,2024-07,2024,7,South West,Terraced,347070.0,778,317874.0,4114.0
1516,2024-07,2024,7,South West,Flat,305543.0,474,283992.0,2831.0
1517,2024-08,2024,8,South West,Detached,615876.0,778,563367.0,6548.0
1518,2024-08,2024,8,South West,Semi-Detached,389532.0,871,369645.0,3603.0
1519,2024-08,2024,8,South West,Terraced,330043.0,752,306714.0,3631.0
1520,2024-08,2024,8,South West,Flat,295050.0,827,269561.0,3350.0
1521,2024-09,2024,9,South West,Detached,638744.0,1020,566544.0,6643.0
1522,2024-09,2024,9,South West,Semi-Detached,409266.0,406,377023.0,5239.0
1523,2024-09,2024,9,South West,Terraced,344005.0,550,326495.0,3635.0
1524,2024-09,2024,9,South West,Flat,299256.0,577,265329.0,2742.0
1525,2024-10,2024,10,South West,Detached,626019.0,465,579375.0,8252.0
1526,2024-10,2024,10,South West,Semi-Detached,395748.0,1394,355965.0,5129.0
1527,2024-10,2024,10,South West,Terraced,330024.0,964,291937.0,3328.0
1528,2024-10,2024,10,South West,Flat,287638.0,1088,260443.0,3483.0
1529,2024-11,2024,11,South West,Detached,615558.0,501,552642.0,5926.0
1530,2024-11,2024,11,South West,Semi-Detached,379274.0,1801,341852.0,4661.0
1531,2024-11,2024,11,South West,Terraced,328025.0,848,293168.0,3308.0
1532,2024-11,2024,11,South West,Flat,291744.0,523,266316.0,3320.0
1533,2024-12,2024,12,South West,Detached,615159.0,673,569921.0,6258.0
1534,2024-12,2024,12,South West,Semi-Detached,384278.0,573,343369.0,4666.0
1535,2024-12,2024,12,South West,Terraced,325049.0,660,292405.0,4091.0
1536,2024-12,2024,12,South West,Flat,286902.0,841,255169.0,2941.0
1537,2025-01,2025,1,South West,Detached,626887.0,476,580220.0,7928.0
1538,2025-01,2025,1,South West,Semi-Detached,399921.0,415,359430.0,4160.0
1539,2025-01,2025,1,South West,Terraced,345062.0,504,309095.0,4108.0
1540,2025-01,2025,1,South West,Flat,305718.0,346,288588.0,3478.0
1541,2025-02,2025,2,South West,Detached,621327.0,495,583155.0,6354.0
1542,2025-02,2025,2,South West,Semi-Detached,387305.0,1321,363003.0,5073.0
1543,2025-02,2025,2,South West,Terraced,337345.0,1018,306268.0,3651.0
1544,2025-02,2025,2,South West,Flat,296812.0,1012,268320.0,3718.0
1545,2025-03,2025,3,South West,Detached,614929.0,1134,559255.0,5660.0
1546,2025-03,2025,3,South West,Semi-Detached,396373.0,1366,351843.0,4458.0
1547,2025-03,2025,3,South West,Terraced,343615.0,959,323094.0,4420.0
1548,2025-03,2025,3,South West,Flat,292886.0,929,268870.0,2812.0
1549,2025-04,2025,4,South West,Detached,652083.0,816,592776.0,7544.0
1550,2025-04,2025,4,South West,Semi-Detached,407723.0,1083,382683.0,3712.0
1551,2025-04,2025,4,South West,Terraced,349182.0,880,314252.0,4188.0
1552,2025-04,2025,4,South West,Flat,303206.0,337,278714.0,3017.0
1553,2025-05,2025,5,South West,Detached,647747.0,1048,599058.0,7704.0
1554,2025-05,2025,5,South West,Semi-Detached,428553.0,1040,402339.0,4305.0
1555,2025-05,2025,5,South West,Terraced,344307.0,679,312743.0,3878.0
1556,2025-05,2025,5,South West,Flat,316444.0,827,282166.0,4129.0
1557,2025-06,2025,6,South West,Detached,654430.0,961,613905.0,6568.0
1558,2025-06,2025,6,South West,Semi-Detached,412699.0,1196,382299.0,4522.0
1559,2025-06,2025,6,South West,Terraced,347160.0,1221,310085.0,3742.0
1560,2025-06,2025,6,South West,Flat,316461.0,825,294779.0,3222.0
1561,2025-07,2025,7,South West,Detached,658572.0,995,621949.0,8561.0
1562,2025-07,2025,7,South West,Semi-Detached,415301.0,1218,369771.0,4107.0
1563,2025-07,2025,7,South West,Terraced,341598.0,1130,322525.0,3427.0
1564,2025-07,2025,7,South West,Flat,314384.0,600,276686.0,3969.0
1565,2025-08,2025,8,South West,Detached,689958.0,878,627324.0,6860.0
1566,2025-08,2025,8,South West,Semi-Detached,413710.0,1050,369625.0,3963.0
1567,2025-08,2025,8,South West,Terraced,358780.0,861,318679.0,3272.0
1568,2025-08,2025,8,South West,Flat,309335.0,903,284778.0,2901.0
1569,2025-09,2025,9,South West,Detached,653190.0,893,590191.0,7928.0
1570,2025-09,2025,9,South West,Semi-Detached,408538.0,795,385306.0,4595.0
1571,2025-09,2025,9,South West,Terraced,350556.0,735,316355.0,3469.0
1572,2025-09,2025,9,South West,Flat,304460.0,788,286276.0,3211.0
1573,2025-10,2025,10,South West,Detached,664298.0,627,608457.0,6794.0
1574,2025-10,2025,10,South West,Semi-Detached,411313.0,1290,387902.0,4061.0
1575,2025-10,2025,10,South West,Terraced,363489.0,744,328155.0,3322.0
1576,2025-10,2025,10,South West,Flat,307695.0,823,277806.0,3178.0
1577,2025-11,2025,11,South West,Detached,641013.0,473,571482.0,6467.0
1578,2025-11,2025,11,South West,Semi-Detached,401617.0,669,362408.0,4196.0
1579,2025-11,2025,11,South West,Terraced,343921.0,964,319896.0,3494.0
1580,2025-11,2025,11,South West,Flat,306861.0,1240,270862.0,3172.0
1581,2025-12,2025,12,South West,Detached,655980.0,1106,593678.0,7744.0
1582,2025-12,2025,12,South West,Semi-Detached,418444.0,1305,393742.0,4811.0
1583,2025-12,2025,12,South West,Terraced,350262.0,1100,329877.0,3747.0
1584,2025-12,2025,12,South West,Flat,319667.0,919,298074.0,2939.0
1585,2015-01,2015,1,East of England,Detached,431195.0,726,382278.0,4232.0
1586,2015-01,2015,1,East of England,Semi-Detached,276157.0,822,248938.0,2647.0
1587,2015-01,2015,1,East of England,Terraced,230346.0,915,217797.0,2333.0
1588,2015-01,2015,1,East of England,Flat,195431.0,1141,176685.0,2307.0
1589,2015-02,2015,2,East of England,Detached,418964.0,1067,370130.0,5506.0
1590,2015-02,2015,2,East of England,Semi-Detached,273417.0,1123,250892.0,2618.0
1591,2015-02,2015,2,East of England,Terraced,226804.0,733,203351.0,2502.0
1592,2015-02,2015,2,East of England,Flat,201202.0,791,184861.0,1870.0
1593,2015-03,2015,3,East of England,Detached,429087.0,814,393440.0,5368.0
1594,2015-03,2015,3,East of England,Semi-Detached,274740.0,1100,259361.0,3338.0
1595,2015-03,2015,3,East of England,Terraced,228483.0,682,210722.0,2830.0
1596,2015-03,2015,3,East of England,Flat,204503.0,620,186596.0,2131.0
1597,2015-04,2015,4,East of England,Detached,448028.0,654,403756.0,4563.0
1598,2015-04,2015,4,East of England,Semi-Detached,279794.0,813,248730.0,3113.0
1599,2015-04,2015,4,East of England,Terraced,239036.0,632,214736.0,2258.0
1600,2015-04,2015,4,East of England,Flat,207986.0,829,191965.0,2664.0
1601,2015-05,2015,5,East of England,Detached,445199.0,1034,400580.0,5046.0
1602,2015-05,2015,5,East of England,Semi-Detached,287862.0,1118,263472.0,2884.0
1603,2015-05,2015,5,East of England,Terraced,237340.0,639,214412.0,3127.0
1604,2015-05,2015,5,East of England,Flat,207518.0,1017,195650.0,2228.0
1605,2015-06,2015,6,East of England,Detached,441663.0,790,415846.0,5853.0
1606,2015-06,2015,6,East of England,Semi-Detached,277990.0,1217,251285.0,2590.0
1607,2015-06,2015,6,East of England,Terraced,236576.0,725,217278.0,2861.0
1608,2015-06,2015,6,East of England,Flat,214464.0,623,199644.0,2859.0
1609,2015-07,2015,7,East of England,Detached,439150.0,944,394350.0,5799.0
1610,2015-07,2015,7,East of England,Semi-Detached,279972.0,998,250881.0,3009.0
1611,2015-07,2015,7,East of England,Terraced,233131.0,828,210939.0,2639.0
1612,2015-07,2015,7,East of England,Flat,211302.0,1115,192626.0,2013.0
1613,2015-08,2015,8,East of England,Detached,443832.0,887,407992.0,5666.0
1614,2015-08,2015,8,East of England,Semi-Detached,276480.0,696,247293.0,2616.0
1615,2015-08,2015,8,East of England,Terraced,235803.0,557,217505.0,2377.0
1616,2015-08,2015,8,East of England,Flat,211569.0,738,194598.0,2341.0
1617,2015-09,2015,9,East of England,Detached,440474.0,883,413275.0,4773.0
1618,2015-09,2015,9,East of England,Semi-Detached,283298.0,1321,264973.0,3319.0
1619,2015-09,2015,9,East of England,Terraced,232839.0,257,211589.0,2802.0
1620,2015-09,2015,9,East of England,Flat,208349.0,740,184154.0,2543.0
1621,2015-10,2015,10,East of England,Detached,439045.0,580,397357.0,5831.0
1622,2015-10,2015,10,East of England,Semi-Detached,286208.0,1525,264961.0,3232.0
1623,2015-10,2015,10,East of England,Terraced,233782.0,825,206612.0,2569.0
1624,2015-10,2015,10,East of England,Flat,210584.0,825,186857.0,2029.0
1625,2015-11,2015,11,East of England,Detached,432888.0,621,385502.0,4674.0
1626,2015-11,2015,11,East of England,Semi-Detached,269161.0,970,246105.0,2571.0
1627,2015-11,2015,11,East of England,Terraced,239382.0,782,214975.0,2259.0
1628,2015-11,2015,11,East of England,Flat,212802.0,514,191275.0,2064.0
1629,2015-12,2015,12,East of England,Detached,447684.0,727,406333.0,4854.0
1630,2015-12,2015,12,East of England,Semi-Detached,277659.0,1292,254787.0,3619.0
1631,2015-12,2015,12,East of England,Terraced,234113.0,872,207883.0,2619.0
1632,2015-12,2015,12,East of England,Flat,213116.0,985,190204.0,2740.0
1633,2016-01,2016,1,East of England,Detached,447809.0,907,412777.0,5159.0
1634,2016-01,2016,1,East of England,Semi-Detached,280483.0,891,256833.0,2937.0
1635,2016-01,2016,1,East of England,Terraced,234868.0,722,212660.0,2411.0
1636,2016-01,2016,1,East of England,Flat,201462.0,599,186100.0,2004.0
1637,2016-02,2016,2,East of England,Detached,448727.0,861,424726.0,5811.0
1638,2016-02,2016,2,East of England,Semi-Detached,278588.0,1076,262587.0,2978.0
1639,2016-02,2016,2,East of England,Terraced,242418.0,898,215879.0,3175.0
1640,2016-02,2016,2,East of England,Flat,209694.0,948,186424.0,2294.0
1641,2016-03,2016,3,East of England,Detached,455254.0,982,431938.0,4679.0
1642,2016-03,2016,3,East of England,Semi-Detached,283391.0,725,267669.0,2792.0
